last update,admin1,admin2,admin3,admin4,pcode_sites,governorate,district,sub_district,community,"cluster ",site_name,gps_coordinates,site_type,site_size,total_idp_individuals,total_idp_families,male_infants,female_infants,males_7_months_4_years,females_7_months_4_years,males_5_12_years,females_5_12_years,males_13_17_years,females_13_17_years,males_18_35_years,females_18_35_years,males_over_60_years,females_over_60_years,main_source_of_population_info,specify_source_of_pop_info,original_place_of_idps,governorate_first_origin,district_first_origin,subdistrict_first_origin,governorate_second_origin,district_second_origin,subdistrict_second_origin,governorate_third_origin,district_third_origin,subdistrict_third_origin,what_are_the_reasons_of_displacement,specify_other_reasons_of_displacement,is_there_only_a_single_manager,is_there_a_camp_committee,type_of_the_committee,specify_type_of_committee,percent_of_women_in_committee,percent_of_youth_in_committee,percent_of_elderly_in_committee,is_the_land_public_or_private,do_idps_pay_rent_or_perform_services,lighting_on_main_roads,lighting_in_paths_between_tents,camp_fenced,does_camp_need_fence,why_need_fence,main_roads_paved,main_roads_gravelled,paths_between_tents_paved,gravelling_underneath_tents,heating_in_idp_accomodations,what_type_power_source_available,specify_type_of_power_source_available,is_power_source_needed_in_site,what_type_power_source_needed,specify_type_of_power_source_needed,number_of_firebreaks,number_of_play_ground,number_of_multi_purp_building,designated_room_for_girls_women,is_there_a_child_friendly_space,designated_distribution_point,mobile_phone_coverage,internet_coverage,main_safety_concerns_for_idps,specify_main_safety_concerns,number_of_pregnant_women,number_of_person_with_disabilities,number_of_person_with_mental_disabilities,number_of_elderly_need_assistance,number_of_unaccompanied_children_under_17,number_of_separated_children_under_17,number_of_female_headed_hhs,number_of_children_headed_hhs,number_of_acute_or_chronically_ill_people,has_there_been_any_uxo_in_site,has_there_been_any_uxo_nearby_site,is_there_any_friction_with_host_community,is_there_any_food_distribution,type_of_food_distributed,specify_type_of_food,frequency_of_food_distribution,specify_other_frequency,what_meals_provided_in_a_day,how_much_kcal,percent_of_idps_assisted_with_food,idps_mainly_get_their_food_from,specify_source_of_food,number_of_communal_kitchens,type_and_number_of_shelters,specify_type_of_shelter,number_of_tents,number_of_caravans,number_of_makeshift_tents,number_of_buildings,number_of_mud_shelters,number_of_communal_tents,specify_number_of_other_shelter,number_of_families_without_shelter,number_of_shelters_need_repair,number_of_shelters_in_flood_prone,percent_of_idps_with_one_blanket,percent_of_person_with_mattress,percent_of_families_with_kitchen_sets,percent_of_families_with_cooking_stoves,percent_of_families_with_20l_water_container,is_there_any_fuel_distribution,what_type_fuel_distributed,how_much_fuel_provided_per_family,what_is_fuel_used_for,main_sources_of_drinking_water,specify_main_source_of_water,number_of_litres_of_water_per_person_per_day,number_of_functioning_latrines_segregated,number_of_functioning_latrines_for_male_only,number_of_functioning_latrines_for_female_only,number_of_functioning_private_latrines,number_of_functioning_segregated_showers_baths,number_of_functioning_showers_baths_male_only,number_of_functioning_showers_baths_female_only,number_of_functioning_private_bathing_facilities,number_of_hand_or_clothes_washing_station,latrine_doors_can_be_locked,lighting_in_or_near_latrines,number_of_water_tanks,water_tanks_capacity,number_of_septic_tanks,capacity_of_septic_tanks_overall,number_of_functional_water_points,is_there_any_drainage_ducts_along_roads,is_there_any_additional_drainage_ducts,is_there_any_drainage_among_tents,mainline_sewer_connection,main_means_of_solid_waste_disposal,specify_the_main_waste_disposal,is_first_aid_responders_available,is_pharmacy_or_dispensary_available,reproductive_healthcare,primary_health_care_within_2_km_available,in_the_last_2_weeks_idps_experiencing_diarrhea,in_the_last_2_weeks_idps_experiencing_fever,in_the_last_2_weeks_idps_experiencing_skin_diseases,in_the_last_2_weeks_idps_experiencing_respiratory_illness,did_the_camp_have_a_death_last_30_days,distance_in_kilometers_to_nearest_school,percent_of_school_aged_children_going_school_6_17,is_there_a_primary_school,classroom_setting_in_primary_school,specify_classroom_setting_in_primary_school,number_of_classrooms_in_primary_school,number_of_teachers_in_primary_school,number_of_students_in_primary_school,is_there_a_secondary_school,classroom_setting_in_secondary_school,specify_classroom_setting_in_secondary_school,number_of_classrooms_in_secondary_school,number_of_teachers_in_secondary_school,number_of_students_in_secondary_school,is_there_educational_activities_available,specify_type_of_educational_activities,geopoint_latitude,geopoint_longitude
April 2018,SY07,SY0703,SY070301,C4131,CP000159,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Liyajlikum/ لأجلكم,Lan Narka`llla Lilah/ لا نركع الا لله,"36.235546,36.799588",IS,0,909,205,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,do_not_know,local_ngo,0,0,tents,0,250,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,2,10,10,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.235546,36.799588
April 2018,SY07,SY0703,SY070301,C4131,CP000160,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Liyajlikum/ لأجلكم,Liyajlikum/ لأجلكم,"36.380034,36.653211",IS,0,828,190,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,do_not_know,local_ngo,0,0,tents,0,200,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,2,10,10,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.380034,36.653211
April 2018,SY07,SY0703,SY070301,C4131,CP000161,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Liyajlikum/ لأجلكم,Qassioun/ قاسيون,"36.382726,36.651653",IS,0,471,127,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,200,0,0,0,0,0,0,0,70,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,3,7,7,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.382726,36.651653
April 2018,SY07,SY0703,SY070301,C4131,CP000162,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Liyajlikum/ لأجلكم,Toyor Al Janna (Heaven Bird's)/ طيور الجنة,"36.196777,36.693369",IS,0,618,142,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,0_percent,local_ngo,0,0,tents,0,150,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,2,10,10,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.196777,36.693369
April 2018,SY07,SY0703,SY070301,C4131,CP000164,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Abu Bakker Al Sidiq/ أبو بكر الصديق,"36.2803494,36.685935",IS,0,527,117,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,do_not_know,0,0,0,0,0,private,pay_rent,26_50_percent,26_50_percent,1_25_percent,yes,0,51_75_percent,51_75_percent,26_50_percent,1_25_percent,1_25_percent,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,150,0,0,0,0,0,0,0,89,0,do_not_know,do_not_know,do_not_know,do_not_know,26_50_percent,do_not_know,0,0,0,trucked_water_free wells pipeline,0,27,2,6,6,0,0,0,0,0,0,yes,do_not_know,2,4.5,2,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,1,51_75_percent,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.2803494,36.685935
April 2018,SY07,SY0703,SY070301,C4131,CP000165,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Al Arbaeen/ الأربعين,"36.299724,36.6819289",IS,0,368,82,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns,0,0,do_not_know,0,0,0,0,0,private,do_not_know,51_75_percent,1_25_percent,1_25_percent,yes,0,51_75_percent,26_50_percent,1_25_percent,do_not_know,do_not_know,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,85,0,0,0,0,0,0,0,66,0,do_not_know,do_not_know,do_not_know,do_not_know,51_75_percent,do_not_know,0,0,0,trucked_water_free,0,27,2,8,8,0,0,0,0,0,0,yes,do_not_know,2,4.5,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.299724,36.6819289
April 2018,SY07,SY0703,SY070301,C4131,CP000166,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Al Bayan/ البيان,"36.264627,36.69341",IS,0,577,142,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,200,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,2,10,10,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,0,0,36.264627,36.69341
April 2018,SY07,SY0703,SY070301,C4131,CP000167,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Al Imam/ الإمام,"36.217813,36.631574",IS,0,774,180,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns,0,0,do_not_know,0,0,0,0,0,private,pay_rent,51_75_percent,1_25_percent,1_25_percent,yes,0,51_75_percent,26_50_percent,1_25_percent,do_not_know,do_not_know,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,190,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,51_75_percent,do_not_know,0,0,0,trucked_water_free,0,27,2,10,10,0,0,0,0,0,0,yes,do_not_know,2,4.5,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.217813,36.631574
April 2018,SY07,SY0703,SY070301,C4131,CP000168,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Salam/ سلام,Al Magad/ المجد,"36.2782922,36.8089944",IS,0,527,104,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.2782922,36.8089944
August 2017,SY07,SY0703,SY070301,C4131,CP000169,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,"Al Motasem/ المعتصم بالله ","36.242911,36.731429",IS,,383,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.242911,36.731429
April 2018,SY07,SY0703,SY070301,C4131,CP000170,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Al Muhajreen/ المهاجرين,"36.286313,36.768762",IS,0,574,130,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,do_not_know,0,0,0,0,0,private,pay_rent,26_50_percent,26_50_percent,1_25_percent,yes,0,51_75_percent,51_75_percent,26_50_percent,1_25_percent,1_25_percent,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,135,0,0,0,0,0,0,0,75,0,do_not_know,do_not_know,do_not_know,do_not_know,26_50_percent,do_not_know,0,0,0,trucked_water_free wells pipeline,0,27,2,10,10,0,0,0,0,0,0,yes,do_not_know,2,4.5,2,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,1,51_75_percent,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.286313,36.768762
April 2018,SY07,SY0703,SY070301,C4131,CP000171,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Al Rahmah (Qah) /  (قاح) الرحمة,"36.386302,36.791668",IS,0,673,158,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,do_not_know,0,0,0,0,0,private,pay_rent,26_50_percent,26_50_percent,1_25_percent,yes,0,51_75_percent,51_75_percent,26_50_percent,1_25_percent,1_25_percent,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,198,0,0,0,0,0,0,0,55,0,do_not_know,do_not_know,do_not_know,do_not_know,26_50_percent,do_not_know,0,0,0,trucked_water_free wells pipeline,0,27,2,10,10,0,0,0,0,0,0,yes,do_not_know,2,4.5,2,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,1,51_75_percent,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.386302,36.791668
August 2017,SY07,SY0703,SY070301,C4131,CP000172,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Salam/ سلام,Al Tawheed/ التوحيد,"36.322642,36.747819",IS,,321,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.322642,36.747819
April 2018,SY07,SY0703,SY070301,C4131,CP000173,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Al Waleed/ الوليد,"36.22949,36.703188",IS,0,841,192,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,192,0,0,0,0,0,0,0,100,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,4,12,12,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.22949,36.703188
April 2018,SY07,SY0703,SY070301,C4131,CP000174,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Salam/ سلام,"Bab Al Hawa/ باب الهوى ","36.313495,36.773265",IS,0,468,103,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.313495,36.773265
April 2018,SY07,SY0703,SY070301,C4131,CP000175,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Bani Omiyet/ بني أمية,"36.2791722,36.690455",IS,0,122,24,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns,0,0,do_not_know,0,0,0,0,0,private,pay_rent,51_75_percent,1_25_percent,1_25_percent,yes,0,51_75_percent,26_50_percent,1_25_percent,do_not_know,do_not_know,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,23,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,51_75_percent,do_not_know,0,0,0,trucked_water_free,0,27,2,8,8,0,0,0,0,0,0,yes,do_not_know,2,4.5,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.2791722,36.690455
April 2018,SY07,SY0703,SY070301,C4131,CP000176,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Qah/ قاح,Ataa 2 (Hamad Al Ammar 1/Dar Al Riaya - Orphans)/ عطاء 1 - دار رعاية الأيتام,"36.197274,36.766116",PC,0,673,151,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns,0,0,do_not_know,0,0,0,0,0,private,pay_rent,51_75_percent,1_25_percent,1_25_percent,yes,0,51_75_percent,26_50_percent,1_25_percent,do_not_know,do_not_know,generator,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances criminality,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,100,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,51_75_percent,do_not_know,0,0,0,trucked_water_free,0,27,2,8,8,0,0,0,0,0,0,yes,do_not_know,2,4.5,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.197274,36.766116
